time,x,y,z,lat,lon,h,clock_bias_m,used_sats,pdop,gdop,residual_rms_m,residual_max_m,east,north,up,horiz,three_d
2026-04-27T00:34:00,-2994428.7843,4951309.8018,2674498.3221,24.95357445,121.16450337,202.8666,5.4945,9,3.657,4.420,0.7323,1.4888,-0.5168,1.2284,0.0929,1.3327,1.3359
2026-04-27T00:34:30,-2994428.7880,4951309.1747,2674497.5395,24.95357009,121.16450661,202.0517,4.8173,9,3.645,4.404,0.7067,1.1081,-0.1891,0.7444,-0.7220,0.7680,1.0541
2026-04-27T00:35:00,-2994428.8213,4951309.7677,2674497.7519,24.95356983,121.16450385,202.6169,5.3241,9,3.633,4.388,0.6643,1.2171,-0.4675,0.7156,-0.1567,0.8548,0.8690
2026-04-27T00:35:30,-2994428.7366,4951309.8378,2674497.9642,24.95357150,121.16450278,202.7212,5.4655,9,3.621,4.372,0.4869,0.9597,-0.5762,0.9013,-0.0525,1.0697,1.0710
2026-04-27T00:36:00,-2994429.0900,4951309.7677,2674498.1020,24.95357216,121.16450613,202.8907,5.6912,9,3.609,4.357,0.6075,0.9190,-0.2376,0.9743,0.1171,1.0029,1.0097
2026-04-27T00:36:30,-2994428.5069,4951309.5132,2674498.0030,24.95357333,121.16450249,202.3779,5.2578,9,3.597,4.342,0.8550,1.8533,-0.6048,1.1038,-0.3957,1.2587,1.3194
2026-04-27T00:37:00,-2994428.8064,4951309.2490,2674497.6669,24.95357085,121.16450639,202.1717,4.9376,9,3.586,4.327,0.6506,1.1866,-0.2119,0.8290,-0.6020,0.8557,1.0462
2026-04-27T00:37:30,-2994428.7752,4951309.1535,2674497.9459,24.95357351,121.16450661,202.2007,4.9035,9,3.574,4.312,0.6896,1.1937,-0.1891,1.1233,-0.5730,1.1392,1.2751
2026-04-27T00:38:00,-2994428.7909,4951309.0609,2674497.8934,24.95357335,121.16450722,202.1141,4.8785,9,3.562,4.296,0.7316,1.4678,-0.1278,1.1057,-0.6596,1.1131,1.2938
2026-04-27T00:38:30,-2994429.0865,4951309.3544,2674498.2500,24.95357473,121.16450822,202.6309,5.3450,9,3.550,4.280,0.6301,1.1402,-0.0267,1.2585,-0.1428,1.2588,1.2669
2026-04-27T00:39:00,-2994429.1999,4951310.1015,2674498.6827,24.95357561,121.16450535,203.4463,6.0448,9,3.538,4.265,0.6269,1.1593,-0.3163,1.3564,0.6726,1.3928,1.5467
2026-04-27T00:39:30,-2994429.0041,4951309.5686,2674498.1228,24.95357315,121.16450642,202.7048,5.3806,9,3.526,4.249,0.6148,1.1553,-0.2081,1.0839,-0.0689,1.1037,1.1058
2026-04-27T00:40:00,-2994428.7003,4951309.4277,2674497.8253,24.95357177,121.16450457,202.3274,5.1410,9,3.515,4.235,0.4463,0.8787,-0.3951,0.9313,-0.4463,1.0116,1.1057
2026-04-27T00:40:30,-2994429.1316,4951309.7515,2674498.1886,24.95357284,121.16450657,202.9342,5.7882,9,3.504,4.220,0.6525,1.0011,-0.1935,1.0497,0.1605,1.0674,1.0794
